#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
  4208.3123  4.8e+06  -1.41   D+   22838.323  46600.818  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) z3S*       5  3  None T2491n         L11631  
  4209.7895    None    None   None 27394.691  51148.848  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        7  7  None None           L11631  
  4211.0141    None    None   None 34843.957  58591.206  3d7.(4F).4p           z5G*      3d7.(4F).5d            5F       13  11 None None           L11631  
  4211.5291  1.48e+07 -0.928  B    20019.635  43763.980  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        3  3  None T5720          L11631 
  4211.5690  7.18e+06 -1.242  B    24772.018  48516.138  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       3  3  None T5720          L11631  
  4214.8345  2.1e+07  -1.25   D+   22946.816  46672.540  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) y3P*       3  1  None T2491n         L11631  
  4216.6105  5.98e+05 -1.756  B    24118.819  47834.550  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*       9  11 None T5720          L11631  
  4216.6690    None    None   None 24118.819  47834.221  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*       9  7  None None           L11631  
  4217.1548    None    None   None 21715.732  45428.402  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  y3G*      11  9  None None           L11631 
  4217.37071 1.84e+04 -3.356  A        0.000  23711.456  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       9  9  None T3547          L11631  
  4218.7333  2.46e+07 -0.484  B+   27666.348  51370.145  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        3  5  None T5720          L11631  
  4220.5479  2.88e+07 -0.000  B+   28819.954  52513.560  3d7.(2H).4s           a1H       3d7.(2H).4p           y3I*      11  13 None T5720          L11631  
  4220.6026  5.29e+05 -1.896  B    24118.819  47812.118  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*       9  9  None T5720          L11631  
  4221.2369  2.8e+06  -1.64   E    31686.351  55376.090  3d6.(5D).4s.4p.(3P*)  z3D*      3d7.(4F).4d           e3P        5  3  None T2578n         L11631 
  4221.5299  1.83e+07 -1.311  C+   24772.018  48460.113  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       3  1  None T5720          L11631  
  4223.4019  5.76e+06 -0.967  B    19757.032  43434.627  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        7  7  None T4187          L11631  
  4224.4233    None    None   None 19788.251  43460.121  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*       9  11 None None           L11631  
  4224.9181    None    None   None 23783.619  47452.717  3d6.4s2               b3G       3d7.(2G).4p           z1G*      11  9  None None           L11631  
  4225.3608  1.06e+07 -0.506  B+   27166.820  50833.438  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        9  11 None T5720          L11631 
  4225.7026  6.81e+06 -1.040  C    27666.348  51331.052  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        3  5  None T5720          L11631  
  4226.6441  1.65e+07 -0.510  B+   27559.583  51219.015  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        5  7  None T5720          L11631  
  4226.9041    None    None   None 34039.516  57697.493  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   i5D        9  9  None None           L11631  
  4227.1457  1.32e+06 -1.410  B+   24574.655  48231.280  3d7.(2G).4s           a1G       3d6.(3G).4s.4p.(3P*)  y5H*       9  11 None T5720          L11631  
  4227.5337    None    None   None 19788.251  43442.705  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*       9  9  None None           L11631 
  4227.6144  4.3e+06  -1.46   D+   22946.816  46600.818  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) z3S*       3  3  None T2491n         L11631  
  4228.6169  5.29e+07  0.266  B    26874.550  50522.944  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G       11  13 None T5720          L11631  
  4229.9079    None    None   None 27166.820  50807.997  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f7D        9  9  None None           L11631  
  4230.5963    None    None   None 20874.482  44511.812  3d6.4s2               b3F2      3d7.(4P).4p           y5S*       7  5  None None           L11631  
  4230.7004  2.93e+06 -1.628  C+   26406.465  50043.213  3d7.(2D2).4s          a3D       3d7.(2P).4p           w3P*       3  3  None T5720          L11631 
  4230.9443  1.99e+04 -3.427  A    11976.239  35611.625  3d7.(4F).4s           a3F       3d7.(4F).4p           z5G*       9  7  None T3831          L11631  
  4233.9180  8.78e+02 -4.928  A      888.132  24506.917  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       3  5  None T3547          L11631  
  4234.7943  1.85e+07 -0.604  B    20019.635  43633.533  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        3  5  None T4187          L11631  
  4236.5783  1.57e+06 -1.675  D+   27394.691  50998.645  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f7D        7  5  None T5720          L11631  
  4237.0136    None    None   None 19390.168  42991.697  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5H*      13  11 None None           L11631 
  4237.1289  1.88e+07 -0.341  B    19562.439  43163.326  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        9  9  None T4187          L11631  
  4238.2664  2.22e+03 -4.379  B+    7728.060  31322.613  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       7  7  None T4920          L11631  
  4238.8633    None    None   None 24338.767  47929.997  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  v5F*       7  9  None None           L11631  
  4239.2164    None    None   None 27559.583  51148.848  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F        5  7  None None           L11631  
  4239.8051    None    None   None 29313.008  52898.998  3d6.4s2               a1I       3d7.(2H).4p           y3I*      13  11 None None           L11631 
  4240.0031  2.41e+07 -0.233  B+   27394.691  50979.579  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        7  9  None T5720          L11631  
  4240.5554  1.3e+06  -1.49   E    29371.812  52953.629  3d6.4s2               b3D       3d6.(3G).4s.4p.(3P*)  x3F*       7  9  None T2578n         L11631  
  4240.9258  8.46e+05 -1.528  B    23783.619  47363.376  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*      11  13 None T5720          L11631  
  4241.0415  7.67e+05 -1.643  B+   21715.732  45294.846  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  y3G*      11  11 None T5720          L11631  
  4241.1360    None    None   None 24772.018  48350.606  3d7.(2P).4s           c3P       3d6.(3G).4s.4p.(3P*)  v5F*       3  3  None None           L11631 
  4241.5643  6.70e+06 -1.266  C+   28604.613  52180.820  3d7.(2D2).4s          a1D       3d7.(2P).4p            1P*       5  3  None T5720          L11631  
  4241.8859    None    None   None 24118.819  47693.239  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*       9  7  None None           L11631  
  4242.3109  4.3e+05  -2.45   D    22838.323  46410.381  3d7.(4P).4s           b3P       3d7.(4P).4p           w5P*       5  3  None T2578n         L11631  
  4243.7897  1.19e+05 -2.648  C+   21999.130  45562.974  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  y3G*       9  7  None T5720          L11631  
  4243.9240  1.32e+06 -1.749  C+   26623.735  50186.834  3d7.(2D2).4s          a3D       3d7.(2P).4p           w3P*       5  5  None T5720          L11631 
  4244.5630    None    None   None 29356.744  52916.295  3d6.4s2               b3D       3d7.(2D2).4p          v3P*       5  5  None None           L11631  
  4244.7382    None    None   None 29798.936  53357.515  3d6.4s2               b1G2      3d6.(3G).4s.4p.(3P*)  x3F*       9  7  None None           L11631  
  4245.0100  2.5e+06  -1.48   D    31322.613  54879.683  3d6.(5D).4s.4p.(3P*)  z3D*      3d7.(4F).4d           e3P        7  5  None T2578n         L11631  
  4246.4525  9.0e+06  -1.13   D+   23051.750  46600.818  3d7.(4P).4s           b3P       3d6.(3P2).4s.4p.(3P*) z3S*       1  3  None T2491n         L11631  
  4246.5393  1.01e+06 -1.610  C+   26874.550  50423.137  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5D       11  9  None T5720          L11631 
  4247.2080    None    None   None 26406.465  49951.344  3d7.(2D2).4s          a3D       3d7.(2P).4p           w3P*       3  1  None None           L11631  
  4247.2795  5.85e+06 -1.102  C+   29371.812  52916.295  3d6.4s2               b3D       3d7.(2D2).4p          v3P*       7  5  None T5720          L11631  
  4248.5012  1.02e+05 -2.714  C+   19788.251  43325.964  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5H*       9  7  None T5720          L11631  
  4248.6208  1.94e+07 -0.239  B    27166.820  50703.870  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e5G        9  11 None T5720          L11631  
  4249.4197  3.82e+06 -1.286  C+   24772.018  48304.643  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       3  5  None T5720          L11631 
  4249.5982    None    None   None  8154.714  31686.351  3d7.(4F).4s           a5F       3d6.(5D).4s.4p.(3P*)  z3D*       3  5  None None           L11631  
  4250.7797    None    None   None 20641.110  44166.206  3d6.4s2               b3F2      3d6.(3F2).4s.4p.(3P*) v5D*       9  7  None None           L11631  
  4251.3153  2.07e+07 -0.405  B    19912.495  43434.627  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        5  7  None T4187          L11631  
  4251.3845    None    None   None 19390.168  42911.917  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  y5G*      13  11 None None           L11631  
  4251.9831  1.02e+07 -0.714  B+   12560.934  36079.372  3d7.(4F).4s           a3F       3d7.(4F).4p           z3G*       7  7  None T5720          L11631 
  4252.0888    None    None   None 24772.018  48289.871  3d7.(2P).4s           c3P       3d5.(6S).4s2.4p       v5P*       3  3  None None           L11631  
  4252.6948    None    None   None 29798.936  53313.438  3d6.4s2               b1G2      3d6.(3G).4s.4p.(3P*)  y1H*       9  11 None None           L11631  
  4252.8411    None    None   None 19390.168  42903.861  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5I*      13  13 None None           L11631  
  4255.1272    None    None   None 29356.744  52857.804  3d6.4s2               b3D       3d7.(2D2).4p          t3D*       5  3  None None           L11631  
  4256.1425  1.43e+05 -2.566  C+   24338.767  47834.221  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*       7  7  None T5720          L11631 
  4256.6983  7.13e+05 -2.014  D+   24338.767  47831.153  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*       7  5  None T5720          L11631  
  4257.3982    None    None   None 27559.583  51048.107  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f7D        5  3  None None           L11631  
  4257.5093    None    None   None 19621.006  43108.917  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  z5H*      11  9  None None           L11631  
  4258.0026    None    None   None 34328.752  57813.942  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   i5D        7  7  None None           L11631  
  4259.5144  2.54e+03 -4.316  A      704.007  24180.862  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       5  7  None T3547          L11631 
  4259.8120  8.0e+05  -1.96   D    22838.323  46313.537  3d7.(4P).4s           b3P       3d7.(4P).4p           w5P*       5  5  None T2578n         L11631  
  4260.1501  2.34e+05 -2.242  C+   24338.767  47812.118  3d6.4s2               b3G       3d6.(3F2).4s.4p.(3P*) x3G*       7  9  None T5720          L11631  
  4260.5353  4.19e+04 -2.989  D+   24118.819  47590.048  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*       9  9  None T6110          L11631  
  4261.1980  1.57e+06 -1.255  D    26874.550  50342.129  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7F       11  13 None T5720          L11631  
  4261.2804    None    None   None 27394.691  50861.816  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f7D        7  7  None None           L11631 
  4261.3341  2.20e+06 -1.524  C+   24772.018  48238.847  3d7.(2P).4s           c3P       3d6.(3G).4s.4p.(3P*)  v5F*       3  5  None T5720          L11631  
  4261.6728  3.99e+07  0.077  B    19350.891  42815.855  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D       11  11 None T5720          L11631  
  4261.9270    None    None   None 22946.816  46410.381  3d7.(4P).4s           b3P       3d7.(4P).4p           w5P*       3  3  None None           L11631  
  4265.4035  1.62e+06 -1.510  C+   27166.820  50611.261  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   e7P        9  7  None T5720          L11631  
  4266.4364    None    None   None 31937.325  55376.090  3d6.(5D).4s.4p.(3P*)  z3D*      3d7.(4F).4d           e3P        3  3  None None           L11631 
  4266.4688    None    None   None 31686.351  55124.938  3d6.(5D).4s.4p.(3P*)  z3D*      3d7.(4F).4d           f3F        5  7  None None           L11631  
  4268.1650  6.27e+05 -1.812  B+   21999.130  45428.402  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  y3G*       9  9  None T5720          L11631  
  4268.5924    None    None   None 34547.211  57974.137  3d7.(4F).4p           y5F*      3d6.(5D).4s.(4D).4d   i5D        5  5  None None           L11631  
  4269.0275  8.17e+06 -1.174  B    25091.599  48516.138  3d7.(2P).4s           c3P       3d7.(4P).4p           x3P*       1  3  None T5720          L11631  
  4269.9500  3.30e+06 -1.568  C+   26623.735  50043.213  3d7.(2D2).4s          a3D       3d7.(2P).4p           w3P*       5  3  None T5720          L11631 
  4272.3551  1.82e+07 -0.349  B    19757.032  43163.326  3d6.(5D).4s.4p.(3P*)  z7D*      3d6.(5D).4s.(6D).5s   e7D        7  9  None T4187          L11631  
  4272.9621  2.28e+07 -0.164  A    11976.239  35379.208  3d7.(4F).4s           a3F       3d7.(4F).4p           z3G*       9  11 None T3831          L11631  
  4273.1428    None    None   None 19621.006  43022.985  3d6.4s2               a3H       3d6.(3H).4s.4p.(3P*)  y5G*      11  9  None None           L11631  
  4275.0703    None    None   None 24772.018  48163.446  3d7.(2P).4s           c3P       3d5.(6S).4s2.4p       v5P*       3  5  None None           L11631  
  4276.9011  5.59e+04 -2.860  D+   20641.110  44022.525  3d6.4s2               b3F2      3d6.(3F2).4s.4p.(3P*) v5D*       9  9  None T5720          L11631 
  4277.8778  2.6e+06  -1.19   D    31307.245  54683.322  3d6.(5D).4s.4p.(3P*)  z3F*      3d7.(4F).4d           f3F        9  9  None T2578n         L11631  
  4279.4339  1.0e+06  -1.70   D    27166.820  50534.397  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5D        9  7  None T2578n         L11631  
  4280.6920  1.5e+06  -1.44   D    31322.613  54683.322  3d6.(5D).4s.4p.(3P*)  z3D*      3d7.(4F).4d           f3F        7  9  None T2578n         L11631  
  4281.0728  6.5e+05  -2.27   D    23051.750  46410.381  3d7.(4P).4s           b3P       3d7.(4P).4p           w5P*       1  3  None T2578n         L11631  
  4281.7395  3.1e+05  -2.03   E    26105.908  49460.902  3d7.(2H).4s           b3H       3d7.(2G).4p           v3G*      13  11 None T2578n         L11631 
  4283.6076  1.21e+07 -0.779  B+   17550.181  40894.990  3d7.(4P).4s           a5P       3d6.(3P2).4s.4p.(3P*) z5S*       7  5  None T5720          L11631  
  4285.6106  1.1e+05  -2.55   E    24118.819  47452.717  3d6.4s2               b3G       3d7.(2G).4p           z1G*       9  9  None T2578n         L11631  
  4285.6135    None    None   None 35257.324  58591.206  3d7.(4F).4p           z5G*      3d7.(4F).5d            5F        9  11 None None           L11631  
  4286.6473  1.78e+06 -1.196  D+   26105.908  49434.163  3d7.(2H).4s           b3H       3d7.(2G).4p           y3H*      13  13 None T5720          L11631  
  4287.0293  1.3e+06  -1.75   D    29356.744  52682.920  3d6.4s2               b3D       3d7.(2D2).4p          t3D*       5  5  None T2578n         L11631 
  4287.6379  1.7e+05  -2.39   D    23783.619  47106.484  3d6.4s2               b3G       3d6.(3H).4s.4p.(3P*)  z3H*      11  9  None T2578n         L11631  
  4288.0693    None    None   None 27559.583  50880.102  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5D        5  3  None None           L11631  
  4288.1891    None    None   None 31805.071  55124.938  3d6.(5D).4s.4p.(3P*)  z3F*      3d7.(4F).4d           f3F        7  7  None None           L11631  
  4289.1460    None    None   None 27666.348  50981.012  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5D        3  1  None None           L11631  
  4289.3520  4.49e+05 -2.062  B+   22249.429  45562.974  3d7.(2G).4s           a3G       3d6.(3H).4s.4p.(3P*)  y3G*       7  7  None T5720          L11631 
  4290.1615  2.92e+05 -2.395  C    20874.482  44183.628  3d6.4s2               b3F2      3d6.(3P2).4s.4p.(3P*) w5D*       7  5  None T5720          L11631  
  4291.1219    None    None   None 27394.691  50698.620  3d6.(5D).4s.4p.(3P*)  z5F*      3d6.(5D).4s.(6D).4d   f5D        7  5  None None           L11631  
  4291.5860  6.29e+05 -1.719  C+   24118.819  47420.228  3d6.4s2               b3G       3d6.(3G).4s.4p.(3P*)  w5G*       9  11 None T5720          L11631  
  4292.0713  3.83e+05 -2.131  C+   22838.323  46137.097  3d7.(4P).4s           b3P       3d7.(4P).4p           w5P*       5  7  None T5720          L11631  
  4292.6703  3.35e+03 -4.080  B      415.933  23711.456  3d6.4s2               a5D       3d6.(5D).4s.4p.(3P*)  z7P*       7  9  None T5720          L11631 
  4293.3245    None    None   None 17550.181  40842.154  3d7.(4P).4s           a5P       3d6.(5D).4s.4p.(1P*)  x5F*       7  7  None None           L11631  
